,speed,mass_flow,T_oa,T_roo,P_tot,T_roo_1
18504000.0,0.1,0.07500000000000001,289.15,287.9488899537887,0.8739606953892677,288.0340757346971
18504900.0,0.1,0.07500000000000001,289.15,287.8698730619097,0.8739606953892677,287.9488899537887
18505800.0,0.1,0.07500000000000001,289.15,287.79654553325355,0.8739606953892677,287.8698730619097
18506700.0,0.1,0.07500000000000001,289.15,287.7286066949929,0.8739606953892677,287.79654553325355
18507600.0,0.1,0.07500000000000001,289.15,287.66787085173354,0.8739606953892677,287.7286066949929
18508500.0,0.1,0.07500000000000001,289.15,287.62079763840615,0.8739606953892677,287.66787085173354
18509400.0,0.1,0.07500000000000001,289.15,287.59572642626813,0.8739606953892677,287.62079763840615
18510300.0,0.1,0.07500000000000001,289.15,287.6030700885092,0.8739606953892677,287.59572642626813
18511200.0,0.5738820864520041,0.07500000000000001,289.15,287.6524286416838,0.8739606953892677,287.6030700885092
18512100.0,0.6865362561901238,0.5402090623806413,289.2452538880001,286.8697995257357,241.46830675659191,287.6524286416838
18513000.0,0.7062248288767231,0.5289675219452973,289.483526272,286.9560382747352,223.84612009925976,286.8697995257357
18513900.0,0.2796588079096958,0.3638806777002103,289.80644992,287.12735267096315,133.16766097643216,286.9560382747352
18514800.0,0.6963508350270715,0.4966486453161708,290.14988682903703,287.7725845086946,214.8324674620121,287.12735267096315
18515700.0,0.8641917744225217,0.5754178681935961,290.51008064,287.48137566875806,293.1226939568872,287.7725845086946
18516600.0,0.7064835717936703,0.5418031688510367,290.94225514666664,287.5544135337925,244.78250500318768,287.48137566875806
18517500.0,0.5973593845331332,0.4966707119893991,291.4793269333333,287.8186797531152,188.78895261482262,287.5544135337925
18518400.0,0.43867817066770703,0.3456646085405948,292.15150713837033,288.19700985904535,66.31149680060139,287.8186797531152
18519300.0,0.14702844562225972,0.25400251035991683,293.057638016,289.0920178210047,37.223056347924405,288.19700985904535
18520200.0,0.11594566655210085,0.08240404804691387,294.15006656,290.9701033702718,1.1713229790331694,289.0920178210047
18521100.0,0.4981741416774895,0.1640136512904886,295.24246054399987,291.53335340927515,29.896648596502686,290.9701033702718
18522000.0,0.21361823841395025,0.2314638073284827,296.147769728,290.21655119417306,51.01398662111264,291.53335340927515
18522900.0,0.3302613424247783,0.14556624488756614,296.9,292.2158218590027,9.378743273466199,290.21655119417306
18523800.0,0.6562659335704545,0.4416231479610929,297.65,291.1357509186616,147.42449345416642,292.2158218590027
18524700.0,0.6196606619554961,0.5096772418927832,298.4,290.7573969042152,201.3872642865775,291.1357509186616
18525600.0,0.4171691910476877,0.3539150715087882,299.15,291.6300616176834,74.77318670822942,290.7573969042152
18526500.0,0.4179677979992817,0.2932821908563554,299.9,292.74931409422885,38.19479917366823,291.6300616176834
18527400.0,0.4383203792471899,0.3299984529972139,300.65,292.9575666397525,54.33193694019928,292.74931409422885
18528300.0,0.6548765900267799,0.4884154946833824,301.4,293.2584733505361,177.58798642759862,292.9575666397525
18529200.0,0.5055823975885451,0.424609224341283,302.15,292.88727207777777,126.8354230016884,293.2584733505361
18530100.0,0.3628419418407027,0.27663441047944776,302.9,293.97550733641935,32.47866773077996,292.88727207777777
18531000.0,0.18352949512740308,0.20754285112450802,303.65,295.47844952711694,19.20994246093729,293.97550733641935
18531900.0,0.10923489556942698,0.08519271287058154,304.4,298.28362200078516,1.2150985350948975,295.47844952711694
18532800.0,0.12547930363753204,0.08707470063353367,305.1428336383998,299.8642858572348,1.2711341948616717,298.28362200078516
18533700.0,0.2694933250374871,0.1883642268840392,305.38291512320006,300.11674027460145,11.628658684407199,299.8642858572348
18534600.0,0.4977668044056452,0.2660143019606905,304.948938368,298.2286498111457,39.34898759206382,300.11674027460145
18535500.0,0.3457066894645989,0.2846469793334665,304.36522004479997,296.5538717607746,42.44944705646877,298.2286498111457
18536400.0,0.6124522786778863,0.3093312657472516,304.15261552355565,297.6887785521413,70.68090692209299,296.5538717607746
18537300.0,0.40968524550983704,0.3571037147283327,304.39149311999995,295.58335338246644,96.00676189395149,297.6887785521413
18538200.0,0.2467641987630508,0.25914263262792203,304.724735616,297.7596646612653,27.688126034794998,295.58335338246644
18539100.0,0.2623295725574409,0.1922003611206632,305.02029388799997,299.33109338256827,10.835389460466084,297.7596646612653
18540000.0,0.11782480699132455,0.18248035799137285,305.14986410382215,299.57307110666665,10.703959194839165,299.33109338256827
18540900.0,0.24669364042611724,0.14150022526319345,305.15,302.5954555958665,8.202068101909434,299.57307110666665
18541800.0,0.6172376257601327,0.2279705641541765,305.15,299.727714976858,26.815027594617728,302.5954555958665
18542700.0,0.3973908764345509,0.3899797993378632,305.15,296.2134978365248,129.18476554166554,299.727714976858
18543600.0,0.7632632942917751,0.2495616048323621,305.15,298.3312020866785,23.496515441503938,296.2134978365248
18544500.0,0.8200025142992395,0.6619548304140975,305.197192832,293.85402493884663,451.7593935506434,298.3312020866785
18545400.0,0.4732610876143994,0.3635138911609959,305.274881408,294.0774958682237,78.64996184281173,293.85402493884663
18546300.0,0.3882154056197679,0.3278451314480381,305.28903488,295.7401736143285,54.29097649856858,294.0774958682237
18547200.0,0.5837651881149108,0.4276227387410402,305.1490055822221,295.8451272995568,121.99444615259338,295.7401736143285
18548100.0,0.8426080654693135,0.524804409140613,304.78915391999993,293.99020477772,247.09277703036528,295.8451272995568
18549000.0,0.8410048834204091,0.6337073650707393,304.27460544,292.7984516696345,385.3896372263919,293.99020477772
18549900.0,0.5761266996044975,0.5523084757070414,303.6971808,292.909600238049,284.5447611184374,292.7984516696345
18550800.0,0.4561065299404236,0.3497984040208409,303.1507558257777,293.8287519724128,65.20762431869764,292.909600238049
18551700.0,0.6238379145036202,0.38237127893671496,302.673541504,293.71618236762765,94.363364623678,293.8287519724128
18552600.0,0.7725879212435528,0.5643722874243737,302.21225664,292.5216018005068,274.7723102471759,293.71618236762765
18553500.0,0.3219607910674033,0.4960462237030998,301.71978713599987,292.3455680604152,245.53586719426517,292.5216018005068
18554400.0,0.4164258861847148,0.26896905274078,301.14887104,294.89668608091495,41.189150788763634,292.3455680604152
18555300.0,0.4119148344297296,0.33263180765710515,300.46994112,292.81579242040885,56.34980894578342,294.89668608091495
18556200.0,0.41205313703808777,0.3002071517700041,299.712182144,292.80613245925866,41.35576277743647,292.81579242040885
18557100.0,0.39807060033680425,0.31271107326660835,298.9234988799999,292.24209362398057,46.29756544521707,292.80613245925866
18558000.0,0.18189251232037754,0.1891207559790236,298.1503413333333,292.3443337750257,17.462667750356225,292.24209362398057
18558900.0,0.1,0.10817405012997328,297.4,293.39126579838324,2.1683235644489223,292.3443337750257
18559800.0,0.1,0.07500000000000001,296.65,293.7358530455433,0.8739606953892677,293.39126579838324
18560700.0,0.1,0.07500000000000001,295.9,293.55324129685636,0.8739606953892677,293.7358530455433
18561600.0,0.1,0.07500000000000001,295.15272549494944,293.30571232440593,0.8739606953892677,293.55324129685636
18562500.0,0.1,0.07500000000000001,294.6155149963635,293.04652638187883,0.8739606953892677,293.30571232440593
18563400.0,0.1,0.07500000000000001,294.3898867316364,292.8007230621404,0.8739606953892677,293.04652638187883
18564300.0,0.1,0.07500000000000001,294.29328791272724,292.5734970802697,0.8739606953892677,292.8007230621404
18565200.0,0.1,0.07500000000000001,294.14934766359266,292.36002663204033,0.8739606953892677,292.5734970802697
18566100.0,0.1,0.07500000000000001,293.9246734175418,292.1515151331737,0.8739606953892677,292.36002663204033
